PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Lien Tran; Brown, Kathryn								The importance of ecosystem services to smallholder farmers in climate change adaptation: learning from an ecosystem-based adaptation pilot in Vietnam								AGROFORESTRY SYSTEMS				93	5	SI		1949	1960		10.1007/s10457-018-0302-y				OCT 2019	2019	Smallholder farmers strongly connect to their surrounding environment and depend on ecosystems for their daily subsistence and welfare. Different climate change phenomena in recent years have affected resilience of smallholder farmers in Vietnam and ecosystems where they live. The importance of ecosystem services in climate change adaptation was investigated in surveys, focus group discussions, meetings and interviews with key district and commune staff, male and female farmers of Son Tho commune in rural North Central Region of Vietnam. In conjunction with surveys an Ecosystem-based Adaptation (EbA) pilot was conducted in 2016 and 2017 with a group of 26 smallholder households. All survey respondents acknowledged that they depend on ecosystems and services for their livelihoods. Extreme weather events are predicted to increase with climate change. Smallholder farmers and ecosystems were most vulnerable to the effects of droughts and heat waves that limited supplies of clean water and impacted crop harvests, and by storms, whirlwinds and cold spells. The EbA pilot identified that all ecological patches provided direct and indirect benefits through multiple goods and services generated for provision, regulation, supporting and cultural services. The pilot demonstrated that ecosystem services supported smallholder farmers to adapt to extreme events and climate change, in particular, by mitigating the effects of droughts. Management of ecosystem services can provide joint benefits for both climate change mitigation and adaptation, particularly where the spatial distributions of carbon, hydrological services or biodiversity are positively correlated.					15th North American Agroforestry Conference15th North American Agroforestry Conference	JUN 27-29, 2017JUN 27-29, 2017		Virginia Tech Univ, Blacksburg, VAVirginia Tech Univ, Blacksburg, VA	0	0	0	0	0	0	15	15	0167-4366	1572-9680		WOS:000482399600027		
J	Hussain, Mudassar; Butt, Abdul Rahman; Uzma, Faiza; Ahmed, Rafay; Rehman, Abdul; Ali, Muhammad Ubaid; Ullah, Habib; Yousaf, Balal				Yousaf, Balal/M-7567-2015	Yousaf, Balal/0000-0003-2732-2176			Divisional disparities on climate change adaptation and mitigation in Punjab, Pakistan: local perceptions, vulnerabilities, and policy implications.								Environmental science and pollution research international				26	30			31491	31507		10.1007/s11356-019-06262-z				2019-Oct	2019	Climate change is a global challenge faced by everyone, but the developing countries are highly vulnerable to variations in the environment. This research focuses on the Punjab province of Pakistan and evaluates the impacts and consequences of climate change on general public at local and divisional level. In order to cope with the impacts of climatic changes at all levels, especially divisional level, raising reliable awareness and dispersing actionable knowledge regarding mitigating and adapting measures is significantly important. Therefore, recognition of information gaps, improvements in the level of alertness, and development of preventive measures in each sector is imperative. The impacts of climate change are observed across the country through gradual increase in temperature, human health issues, pest diseases, droughts, floods, and irregular weather patterns leading to changes in lifestyles, and these issues are likely to continue in the future. The main cause of climate change in Punjab, Pakistan, can be attributed to excessive release of greenhouse gases (GHG) into the atmosphere due to human activities involving inefficient energy usage, rapid urban expansion, improper waste management, industrial development, increasing transportation, agricultural activities, and livestock mismanagement. The findings of this study revealed that transportation sector is the major source of GHG emissions in the country, followed by industrialization and waste, at national, as well as divisional, level. The extent of impacts of climate change at divisional level is distinguishable and displayed a direct relationship with climate, geography, variation of effects, and modes of production in various regions of Punjab. The study strategically investigated all nine divisions of the province for comprehensive understanding of climate change phenomenon, and the results indicated that nearly three-fourths of the respondents have never indulged in taking steps towards climate change mitigation and adaptation. The study adopted a mixed (qualitative and quantitative) approach where the findings can act as set of guidelines for governmental authorities in formulating, assisting in preparation, instructing, and guiding policies for climate change mitigation and adaptation at national, local, and divisional levels. Graphical abstract.									0	0	0	0	0	0	1	1		1614-7499		MEDLINE:31478173	31478173	
J	Milford, Anna Birgitte; Le Mouel, Chantal; Bodirsky, Benjamin Leon; Rolinski, Susanne								Drivers of meat consumption								APPETITE				141						UNSP 104313	10.1016/j.appet.2019.06.005				OCT 1 2019	2019	Increasing global levels of meat consumption are a threat to the environment and to human health. To identify measures that may change consumption patterns towards more plant-based foods, it is necessary to improve our understanding of the causes behind the demand for meat. In this paper we use data from 137 different countries to identify and assess factors that influence meat consumption at the national level using a cross-country multivariate regression analysis. We specify either total meat or ruminant meat as the dependent variable and we consider a broad range of potential drivers of meat consumption. The combination of explanatory variables we use is new for this type of analysis. In addition, we estimate the relative importance of the different drivers. We find that income per capita followed by rate of urbanisation are the two most important drivers of total meat consumption per capita. Income per capita and natural endowment factors are major drivers of ruminant meat consumption per capita. Other drivers are Western culture, Muslim religion, female labour participation, economic and social globalisation and meat prices. The main identified drivers of meat demand are difficult to influence through direct policy intervention. Thus, acting indirectly on consumers' preferences and consumption habits (for instance through information, education policy and increased availability of ready-made plant based products) could be of key importance for mitigating the rise of meat consumption per capita all over the world.									0	0	0	0	0	0	42	42	0195-6663	1095-8304		WOS:000477690300015	31195058	
J	Kerdan, Ivan Garcia; Giarola, Sara; Hawkes, Adam				Garcia Kerdan, Ivan/F-3495-2019	Garcia Kerdan, Ivan/0000-0002-0566-555X			A novel energy systems model to explore the role of land use and reforestation in achieving carbon mitigation targets: A Brazil case study								JOURNAL OF CLEANER PRODUCTION				232				796	821		10.1016/j.jclepro.2019.05.345				SEP 20 2019	2019	Due to its low global share of direct energy consumption and greenhouse gas emissions (1-2%), the implications of technological transitions in the agricultural and forestry sector on the energy system have been overlooked. This paper introduces the Agriculture and Land Use Sector module part of the ModUlar energy System Environment (MUSE), a novel energy system simulation model. The study presents a generalisable method that enables energy modellers to characterise agricultural technologies within an energy system modelling framework. Different mechanisation processes were characterised to simulate intensification/extensification transitions in the sector and its wider implications in the energy and land use system aiming at providing reliable non-energy outputs similarly to those found in dedicated land use models. Additionally, a forest growth model has been integrated to explore the role of reforestation alongside decarbonisation measures in the energy system in achieving carbon mitigation pathways. To illustrate the model's capabilities, Brazil is used as case study. Outputs suggest that by 2030 under a 2 degrees C mitigation scenario, most of Brazil agricultural production would move from 'transitional' to 'modern' practices, improving productivity and reducing deforestation rates, at the expense of higher energy and fertiliser demand. By mid-century Brazil has the potential to liberate around 24.4 Mha of agricultural land, where large-scale reforestation could have the capacity to sequester around 5.6 GtCO(2), alleviating mitigation efforts in the energy system, especially reducing carbon capture and storage technology investments in the industry and power sector. (C) 2019 Elsevier Ltd. All rights reserved.									0	0	0	0	0	0	9	9	0959-6526	1879-1786		WOS:000477784000070		
J	Roche, Maria Yetano; Verolme, Hans; Agbaegbu, Chibuikem; Binnington, Taylor; Fischedick, Manfred; Oladipo, Emmanuel Olukayode								Achieving Sustainable Development Goals in Nigeria's power sector: assessment of transition pathways								CLIMATE POLICY											10.1080/14693062.2019.1661818		SEP 2019			2019	Nigeria is Africa's largest economy and home to approximately 10% of the un-electrified population of Sub-Saharan Africa. In 2017, 77 million Nigerians or 40% of the population had no access to affordable, reliable and sustainable electricity. In practice, diesel- and petrol-fuelled back-up generators supply the vast majority of electricity in the country. In Nigeria's nationally-determined contribution (NDC) under the Paris Agreement, over 60% of the greenhouse gas emissions (GHG) reductions are foreseen in the power sector. The goal of this study is to identify and critically examine the pathways available to Nigeria to meet its 2030 electricity access, renewables and decarbonization goals in the power sector. Using published data and stakeholder interviews, we build three potential scenarios for electrification and growth in demand, generation and transmission capacity. The demand assumptions incorporate existing knowledge on pathways for electrification via grid extension, mini-grids and solar home systems (SHS). The supply assumptions are built upon an evaluation of the investment pipeline for generation and transmission capacity, and possible scale-up rates up to 2030. The results reveal that, in the most ambitious Green Transition scenario, Nigeria meets its electricity access goals, whereby those connected to the grid achieve a Tier 3 level of access, and those served by sustainable off-grid solutions (mini-grids and SHS) achieve Tier 2. Decarbonization pledges would be surpassed in all three scenarios but renewable energy goals would only be partly met. Fossil fuel-based back-up generation continues to play a substantial role in all scenarios. The implications and critical uncertainties of these findings are extensively discussed. Key policy insights The 2030 electricity mix for Nigeria varies across the scenarios presented, with the most ambitious scenario achieving electricity access goals and partly meeting renewable energy goals. All three scenarios surpass the decarbonization targets of Nigeria's NDC for the power sector. The transformation of the power sector relies on a wide range of financial, policy and enabling environment-related conditions taking place in the near-term, some of which are in turn strongly influenced by larger political economy realities. Fossil fuel-based back-up generation plays a substantial role in all scenarios. Data availability for this technology remains a significant source of uncertainty.									0	0	0	0	0	0	1	1	1469-3062	1752-7457		WOS:000487057600001		
J	Zhao, Wei; Cheng, Yuanping; Pan, Zhejun; Wang, Kai; Liu, Shimin				Pan, Zhejun/A-3157-2011	Pan, Zhejun/0000-0002-7292-630X; Liu, Shimin/0000-0001-9612-0047; Cheng, Yuanping/0000-0001-6519-6268			Gas diffusion in coal particles: A review of mathematical models and their applications								FUEL				252				77	100		10.1016/j.fuel.2019.04.065				SEP 15 2019	2019	As key flow properties for coalbed methane production, greenhouse gas reduction through CO2 storage in coal and gas drainage to improve mining safety, knowledge of gas diffusion in coal has attracted significant interest. In the past decades, numerous efforts have been made to study the nature of gas diffusion in coal both experimentally and theoretically, and many models, including analytical and empirical models, have been proposed. However, because the assumptions, simplifications and applications of these models differ greatly, it is essential to critically review, compare and classify them for better use in practice. Therefore, this article reviews the state of the art on the gas diffusion in coal particles from the aspects of definition, mathematical models, experimental methods, and applications in environment, energy and mining safety areas. Moreover, this review article also dedicates to investigate the inter-relationships between different models, classify them into different categories and identify their limitations when they are applied in different areas. Based on these analyses, the potential research areas related to gas diffusion in coal are proposed.									4	0	0	0	0	4	50	50	0016-2361	1873-7153		WOS:000470113800008		
J	Hipolito Leal, Patricia; Cardoso Marques, Antonio				Marques, Antonio Cardoso/D-2235-2011	Marques, Antonio Cardoso/0000-0002-9906-3874; Leal, Patricia/0000-0003-3953-4037			Are de jure and de facto globalization undermining the environment? Evidence from high and low globalized EU countries.								Journal of environmental management				250				109460	109460		10.1016/j.jenvman.2019.109460				2019-Sep-11	2019	Globalization as a mechanism to connect people at distance and share knowledge has been flourishing. Simultaneously, environmental degradation has been increasing, as reflected in global warming. Through three dimensions, the economic, the social and political, and two measures, de jure and de facto, this study provides a disaggregated analysis of the effect of globalization on the critical issue of global warming for 25 European Union countries from 1990 to 2016. To emphasize globalization, the countries analysed were evaluated by two measures of globalization, de jure and de facto, resulting in their classification as high or low globalized countries de jure and de facto. Furthermore, energy consumption, economic growth and efficiency were included in an Autoregressive Distributed Lag model performed with the Driscoll-Kraay estimator. Robustness was checked using a Feasible Generalized Least Squares estimator. The results revealed that, overall, globalization increases environmental degradation, with the de jure measure having greater influence on high-globalized countries and the de facto measure having greater influence on low-globalized countries. Bearing in mind the increase in worldwide emissions driven by globalization, practices such as the relocation of polluting industries from high globalized countries should be discouraged. Incentives to harmonize global environmental restrictions could contribute to decarbonization worldwide.									0	0	0	0	0	0	0	0		1095-8630		MEDLINE:31521038	31521038	
J	Ruiz, Magdalena; Zambrana, Encarna; Fite, Rosario; Sole, Aida; Luis Tenorio, Jose; Benavente, Elena								Yield and Quality Performance of Traditional and Improved Bread and Durum Wheat Varieties under Two Conservation Tillage Systems								SUSTAINABILITY				11	17						10.3390/su11174522				SEP 1 2019	2019	The increasing spread of conservation agriculture demands that the next generation of wheat varieties includes cultivars capable of maintaining satisfactory yields with lower inputs and under uncertain climate scenarios. On the basis of the genetic gains achieved during decades of selection oriented to yield improvements under conventional crop management, it is important that novel breeding targets are defined and addressed. Grain yield, yield-related traits, and phenological and morphological characteristics, as well as functional quality parameters have been analyzed for six varieties each of bread and durum wheat, under minimum tillage and no-tillage. During the three-year experiment, the climatic conditions at the field trial site were characterized by low rainfall, although different degrees of aridity-from moderate to severe-were experienced. Differences were found between these two soil management practices in regard to the varieties' yield stability. A positive influence of no-tillage on traits related to grain and biomass yield was also evidenced, and some traits among the examined seemed involved in varietal adaptation to a particular non-conventional tillage system. The study also confirmed some breeding targets for improved performance of wheat genotypes in conservation agroecosystems. These traits were represented in the small set of traditional varieties analysed.									0	0	0	0	0	0	0	0		2071-1050		WOS:000486877700011		
J	Kenfack, Chrislain Eric								Just Transition at the Intersection of Labour and Climate Justice Movements: Lessons from the Portuguese Climate Jobs Campaign								GLOBAL LABOUR JOURNAL				10	3			224	239						SEP 2019	2019	In the current context of climate change and its accompanying adverse effects on natural, human and social systems, the imperative of transitioning to low- and preferably post-carbon societies has become a non-negotiable reality if we want to avoid reaching the point of no return in terms of environmental and climate catastrophe. Such a transition requires that the interests and needs of workers and their communities be taken into consideration to make sure they do not bear the heaviest part of the burden in terms of loss of jobs and means of survival, and that they are prepared to face the new, post-carbon labour environment. The concept of Just Transition was coined to describe both the socio-political project put forward by trade unions in response to climate change, and the recognition by climate activists that the livelihoods and security of workers and their communities must be ensured during the transition to a post-carbon society. However, just transition movements are divided between two quite different orientations, which are labelled "affirmative" and "transformative." On the one hand, affirmative just transition advocates envisage a transition within the current political-economic system. Transformative just transition activists, on the other hand, envisage a post-capitalist transition. This article, drawing upon an extensive case study of the Portuguese climate jobs campaign, goes beyond showing how these orientations shape the positions taken by union and climate activists. The article also analyses how the conflicts and cooperation between these key actors can shed light on the possibilities and/or limitations of just transition as a framework for the collective action needed to achieve rapid, deep decarbonisation of economies in the Global North context.									0	0	0	0	0	0	0	0	1918-6711			WOS:000488302300005		
J	Bardhan, Ronita; Debnath, Ramit; Jana, Arnab				; Jana, Arnab/C-4116-2016	Bardhan, Ronita/0000-0001-5336-4084; Jana, Arnab/0000-0001-8210-1566			Evolution of sustainable energy policies in India since 1947: A review								WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT				8	5					e340	10.1002/wene.340				SEP 2019	2019	India's Intended Nationally Determined Contributions in 2015 toward the Two-Degree Celsius climate change goal has endorsed 15% of renewable integration in the primary energy mix by 2020. The energy space is strategy to meet the target without affecting its immediate sustainable development goals. This study documents this strategic effort by tracking the historical trajectory of energy policy planning since its independence in 1947. An objective ontological approach was adopted in reviewing the evolution of energy policy into five distinct phases. Phase I (1947-1970), focused on supply adequacy with the overall thrust on infrastructure development as the pillar of Indian economy. In Phase II (the 1970s) the focus shifted in addressing the energy access crisis. Phase III (the 1980s) was based on increment, diversification, and streamlining on supplies for energy security purposes. Phase IV (the 1990s) is the period of modernization of the overall Indian electricity system. Phase V (the 2000s) is the present phase of market transformation and climate change mitigation energy policies. A co-assessment of India's policy to the international climate negotiations showed that India remained responsive to international climate goals. It became reactive in the planning for sustainable energy policy after its ratification of Kyoto Protocol in 2001. Since then, India has been instrumental in administering strict emission reduction norms and efficiency measures. This review concludes that the country needs to upgrade its inefficient transmission and distribution networks, which was broadly neglected. The subsidy allocations in domestic energy resources should be well-adjusted without compromising on its social costs. This article is categorized under: Energy and Climate > Economics and Policy Energy Infrastructure > Climate and Environment Energy Policy and Planning > Climate and Environment									0	0	0	0	0	0	3	3	2041-8396	2041-840X		WOS:000480816200006		
J	Lee, Zachary; Gupta, Kartikay; Kircher, Kevin J.; Zhang, K. Max								Mixed-integer model predictive control of variable-speed heat pumps								ENERGY AND BUILDINGS				198				75	83		10.1016/j.enbuild.2019.05.060				SEP 1 2019	2019	Heating and cooling buildings cause a large and growing portion of the world's carbon emissions. These emissions could be reduced by replacing inefficient or fossil-fueled equipment with efficient electric heat pumps. Recent research has shown that variable-speed heat pumps (VSHPs) could also provide a variety of power system services, such as price- or carbon-based load shifting, peak demand reduction, emergency demand response, and frequency regulation. By providing some or all of these services, VSHPs could facilitate the integration of wind and solar power into the grid, accelerating decarbonization of other economic sectors. However, the provision of power system services poses new and challenging VSHP control problems. Model predictive control (MPC) is a promising approach to these problems. MPC combines weather and load predictions, online optimization, and a mathematical model of a VSHP's performance under varying ambient conditions. With few exceptions, existing VSHP models neglect two important features that arise in practice: (1) dependence of efficiency and capacity on compressor speed and indoor and outdoor temperatures, and (2) inability of VSHPs to operate at low compressor speeds. In this paper, we develop a new VSHP control model that considers both features. The model expresses the VSHP's power consumption and heat production as affine functions of the driving temperatures and compressor speed. The model also includes a binary variable that constrains the VSHP to be either turned off, or operating within a range of acceptable compressor speeds using mixed-integer programming (MIP). This VSHP model and optimization strategy is combined with neural network based heat load prediction in MPC simulations. These simulations suggest that this approach could reduce energy costs by 9-22% and carbon emissions by up to 22%, relative to MPC with existing VSHP models. (C) 2019 Elsevier B.V. All rights reserved.									0	0	0	0	0	0	8	8	0378-7788	1872-6178		WOS:000477091800006		
J	Bai, Xiuguang; Wang, Yanan; Huo, Xuexi; Salim, Ruhul; Bloch, Harry; Zhang, Han				Bloch, Harry/O-1058-2019	Bloch, Harry/0000-0002-4288-6925; bai, xiuguang/0000-0003-0140-208X			Assessing fertilizer use efficiency and its determinants for apple production in China								ECOLOGICAL INDICATORS				104				268	278		10.1016/j.ecolind.2019.05.006				SEP 2019	2019	Overuse of chemical fertilizer in apple production has resulted in environmental contamination in China. Existing research related to fertilizer use efficiency has focused on grain crops, and few studies have considered cash crops despite the significant structural shift of fertilizer application from grain to cash crops and the impacts of climate factors on fertilizer use efficiency. This paper employed a stochastic frontier method to examine the technical efficiency and fertilizer use efficiency of apple production by adopting panel data of eight major apple production provinces in China from 1992 to 2014. Further, the panel random-effects Tobit model was used to explore the factors influencing fertilizer use efficiency. The fertilizer use efficiency score ranged within 0.002-0.878, with a mean value of 0.472, which was much lower and had greater variability than technical efficiency with an average value of 0.868. Irrigation fees, land size, non-agricultural employment opportunities, apple planting area ratio and fertilizer prices had significant positive effects on fertilizer use efficiency in apple production. Disaster ratio, precipitation, sunshine hours, and apple prices had a significant negative effect on fertilizer use efficiency. Formula fertilizer promoted by governments had no significant effect on improving fertilizer use efficiency. Fertilizer use efficiencies are more sensitive to education level and fertilizer price than non-agricultural employment opportunity and land size, and it is weakly sensitive to climate factors, apple price, and apple planting area ratio. Policies aimed at improving fertilizer use efficiency and reducing environment pollution should, therefore, focus on promoting non-agricultural employment opportunities and land circulation, strengthening and expanding rural extension services, raising environmental protection awareness and controlling fertilizer price, and encouraging farmers to adopt new production technology.									0	0	0	0	0	0	45	45	1470-160X	1872-7034		WOS:000470966000027		
